0.000000,0.000000
1.000000,0.000000
1.000000,1.000000
0.000000,1.000000
0.500000,0.500000
1.000000,2.000000
0.000000,2.000000
0.500000,1.500000
1.000000,3.000000
0.000000,3.000000
0.500000,2.500000
1.000000,4.000000
0.000000,4.000000
0.500000,3.500000
1.000000,5.000000
0.000000,5.000000
0.500000,4.500000
2.000000,0.000000
2.000000,1.000000
1.500000,0.500000
2.000000,2.000000
1.500000,1.500000
2.000000,3.000000
1.500000,2.500000
2.000000,4.000000
1.500000,3.500000
2.000000,5.000000
1.500000,4.500000
3.000000,0.000000
3.000000,1.000000
2.500000,0.500000
3.000000,2.000000
2.500000,1.500000
3.000000,3.000000
2.500000,2.500000
3.000000,4.000000
2.500000,3.500000
3.000000,5.000000
2.500000,4.500000
4.000000,0.000000
4.000000,1.000000
3.500000,0.500000
4.000000,2.000000
3.500000,1.500000
4.000000,3.000000
3.500000,2.500000
4.000000,4.000000
3.500000,3.500000
4.000000,5.000000
3.500000,4.500000
5.000000,0.000000
5.000000,1.000000
4.500000,0.500000
5.000000,2.000000
4.500000,1.500000
5.000000,3.000000
4.500000,2.500000
5.000000,4.000000
4.500000,3.500000
5.000000,5.000000
4.500000,4.500000
6.000000,0.000000
6.000000,1.000000
5.500000,0.500000
6.000000,2.000000
5.500000,1.500000
6.000000,3.000000
5.500000,2.500000
6.000000,4.000000
5.500000,3.500000
6.000000,5.000000
5.500000,4.500000
7.000000,0.000000
7.000000,1.000000
6.500000,0.500000
7.000000,2.000000
6.500000,1.500000
7.000000,3.000000
6.500000,2.500000
7.000000,4.000000
6.500000,3.500000
7.000000,5.000000
6.500000,4.500000
8.000000,0.000000
8.000000,1.000000
7.500000,0.500000
8.000000,2.000000
7.500000,1.500000
8.000000,3.000000
7.500000,2.500000
8.000000,4.000000
7.500000,3.500000
8.000000,5.000000
7.500000,4.500000
9.000000,0.000000
9.000000,1.000000
8.500000,0.500000
9.000000,2.000000
8.500000,1.500000
9.000000,3.000000
8.500000,2.500000
9.000000,4.000000
8.500000,3.500000
9.000000,5.000000
8.500000,4.500000
10.000000,0.000000
10.000000,1.000000
9.500000,0.500000
10.000000,2.000000
9.500000,1.500000
10.000000,3.000000
9.500000,2.500000
10.000000,4.000000
9.500000,3.500000
10.000000,5.000000
9.500000,4.500000
connectivity
0,1
1,2
2,3
3,0
0,4
1,4
2,4
3,4
2,5
5,6
6,3
3,7
2,7
5,7
6,7
5,8
8,9
9,6
6,10
5,10
8,10
9,10
8,11
11,12
12,9
9,13
8,13
11,13
12,13
11,14
14,15
15,12
12,16
11,16
14,16
15,16
1,17
17,18
18,2
1,19
17,19
18,19
2,19
18,20
20,5
2,21
18,21
20,21
5,21
20,22
22,8
5,23
20,23
22,23
8,23
22,24
24,11
8,25
22,25
24,25
11,25
24,26
26,14
11,27
24,27
26,27
14,27
17,28
28,29
29,18
17,30
28,30
29,30
18,30
29,31
31,20
18,32
29,32
31,32
20,32
31,33
33,22
20,34
31,34
33,34
22,34
33,35
35,24
22,36
33,36
35,36
24,36
35,37
37,26
24,38
35,38
37,38
26,38
28,39
39,40
40,29
28,41
39,41
40,41
29,41
40,42
42,31
29,43
40,43
42,43
31,43
42,44
44,33
31,45
42,45
44,45
33,45
44,46
46,35
33,47
44,47
46,47
35,47
46,48
48,37
35,49
46,49
48,49
37,49
39,50
50,51
51,40
39,52
50,52
51,52
40,52
51,53
53,42
40,54
51,54
53,54
42,54
53,55
55,44
42,56
53,56
55,56
44,56
55,57
57,46
44,58
55,58
57,58
46,58
57,59
59,48
46,60
57,60
59,60
48,60
50,61
61,62
62,51
50,63
61,63
62,63
51,63
62,64
64,53
51,65
62,65
64,65
53,65
64,66
66,55
53,67
64,67
66,67
55,67
66,68
68,57
55,69
66,69
68,69
57,69
68,70
70,59
57,71
68,71
70,71
59,71
61,72
72,73
73,62
61,74
72,74
73,74
62,74
73,75
75,64
62,76
73,76
75,76
64,76
75,77
77,66
64,78
75,78
77,78
66,78
77,79
79,68
66,80
77,80
79,80
68,80
79,81
81,70
68,82
79,82
81,82
70,82
72,83
83,84
84,73
72,85
83,85
84,85
73,85
84,86
86,75
73,87
84,87
86,87
75,87
86,88
88,77
75,89
86,89
88,89
77,89
88,90
90,79
77,91
88,91
90,91
79,91
90,92
92,81
79,93
90,93
92,93
81,93
83,94
94,95
95,84
83,96
94,96
95,96
84,96
95,97
97,86
84,98
95,98
97,98
86,98
97,99
99,88
86,100
97,100
99,100
88,100
99,101
101,90
88,102
99,102
101,102
90,102
101,103
103,92
90,104
101,104
103,104
92,104
94,105
105,106
106,95
94,107
105,107
106,107
95,107
106,108
108,97
95,109
106,109
108,109
97,109
108,110
110,99
97,111
108,111
110,111
99,111
110,112
112,101
99,113
110,113
112,113
101,113
112,114
114,103
101,115
112,115
114,115
103,115
