VerticalDisplacement, HorizontalForceInternal, HorizontalForceExternal, VerticalForceInternal, VerticalForceExternal
-1.4429,   0.0000,  -0.0000, -44.3018,  -0.0000
-1.4479,   0.0000,  -0.0000, -52.2816,  -0.0000
-1.4529,   0.0000,  -0.0000, -60.3355,  -0.0000
-1.4579,   0.0000,  -0.0000, -68.4625,  -0.0000
-1.4629,   0.0000,  -0.0000, -76.6619,  -0.0000
-1.4679,   0.0000,  -0.0000, -84.9328,  -0.0000
-1.4729,   0.0000,  -0.0000, -93.2746,  -0.0000
-1.4779,   0.0000,  -0.0000, -101.6864,  -0.0000
-1.4829,   0.0000,  -0.0000, -110.1675,  -0.0000
-1.4879,   0.0000,  -0.0000, -118.7171,  -0.0000
-1.4929,   0.0000,  -0.0000, -127.3343,  -0.0000
-1.4979,   0.0000,  -0.0000, -136.0186,  -0.0000
-1.5029,   0.0000,  -0.0000, -144.7691,  -0.0000
-1.5079,   0.0000,  -0.0000, -153.5850,  -0.0000
-1.5129,   0.0000,  -0.0000, -162.4657,  -0.0000
-1.5179,   0.0000,  -0.0000, -171.4104,  -0.0000
-1.5229,   0.0000,  -0.0000, -180.4184,  -0.0000
-1.5279,   0.0000,  -0.0000, -189.4890,  -0.0000
-1.5329,   0.0000,  -0.0000, -198.6215,  -0.0000
-1.5379,   0.0000,  -0.0000, -207.8151,  -0.0000
-1.5429,   0.0000,  -0.0000, -217.0692,  -0.0000
-1.5479,   0.0000,  -0.0000, -226.3831,  -0.0000
-1.5529,   0.0000,  -0.0000, -235.7561,  -0.0000
-1.5579,   0.0000,  -0.0000, -245.1876,  -0.0000
-1.5629,   0.0000,  -0.0000, -254.6768,  -0.0000
-1.5679,   0.0000,  -0.0000, -264.2231,  -0.0000
-1.5729,   0.0000,  -0.0000, -273.8259,  -0.0000
-1.5779,   0.0000,  -0.0000, -283.4844,  -0.0000
-1.5829,   0.0000,  -0.0000, -293.1981,  -0.0000
-1.5879,   0.0000,  -0.0000, -302.9664,  -0.0000
-1.5929,   0.0000,  -0.0000, -312.7885,  -0.0000
-1.5979,   0.0000,  -0.0000, -322.6640,  -0.0000
-1.6029,   0.0000,  -0.0000, -332.5921,  -0.0000
-1.6079,   0.0000,  -0.0000, -342.5722,  -0.0000
-1.6129,   0.0000,  -0.0000, -352.6038,  -0.0000
-1.6179,   0.0000,  -0.0000, -362.6863,  -0.0000
-1.6229,   0.0000,  -0.0000, -372.8190,  -0.0000
-1.6279,   0.0000,  -0.0000, -383.0015,  -0.0000
-1.6329,   0.0000,  -0.0000, -393.2330,  -0.0000
-1.6379,   0.0000,  -0.0000, -403.5131,  -0.0000
-1.6429,   0.0000,  -0.0000, -413.8412,  -0.0000
-1.6479,   0.0000,  -0.0000, -424.2167,  -0.0000
-1.6529,   0.0000,  -0.0000, -434.6390,  -0.0000
-1.6579,   0.0000,  -0.0000, -445.1078,  -0.0000
-1.6629,   0.0000,  -0.0000, -455.6223,  -0.0000
-1.6679,   0.0000,  -0.0000, -466.1820,  -0.0000
-1.6729,   0.0000,  -0.0000, -476.7865,  -0.0000
-1.6779,   0.0000,  -0.0000, -487.4353,  -0.0000
-1.6829,   0.0000,  -0.0000, -498.1277,  -0.0000
-1.6879,   0.0000,  -0.0000, -508.8634,  -0.0000
-1.6929,   0.0000,  -0.0000, -519.6417,  -0.0000
-1.6979,   0.0000,  -0.0000, -530.4622,  -0.0000
-1.7029,   0.0000,  -0.0000, -541.3245,  -0.0000
-1.7079,   0.0000,  -0.0000, -552.2280,  -0.0000
-1.7129,   0.0000,  -0.0000, -563.1722,  -0.0000
-1.7179,   0.0000,  -0.0000, -574.1567,  -0.0000
-1.7229,   0.0000,  -0.0000, -585.1810,  -0.0000
-1.7279,   0.0000,  -0.0000, -596.2447,  -0.0000
-1.7329,   0.0000,  -0.0000, -607.3472,  -0.0000
-1.7379,   0.0000,  -0.0000, -618.4882,  -0.0000
-1.7429,   0.0000,  -0.0000, -629.6672,  -0.0000
-1.7479,   0.0000,  -0.0000, -640.8838,  -0.0000
-1.7529,   0.0000,  -0.0000, -652.1375,  -0.0000
-1.7579,   0.0000,  -0.0000, -663.4279,  -0.0000
-1.7629,   0.0000,  -0.0000, -674.7545,  -0.0000
-1.7679,   0.0000,  -0.0000, -686.1170,  -0.0000
-1.7729,   0.0000,  -0.0000, -697.5149,  -0.0000
-1.7779,   0.0000,  -0.0000, -708.9479,  -0.0000
-1.7829,   0.0000,  -0.0000, -720.4155,  -0.0000
-1.7879,   0.0000,  -0.0000, -731.9173,  -0.0000
-1.7929,   0.0000,  -0.0000, -743.4530,  -0.0000
-1.7979,   0.0000,  -0.0000, -755.0221,  -0.0000
-1.8029,   0.0000,  -0.0000, -766.6243,  -0.0000
-1.8079,   0.0000,  -0.0000, -778.2591,  -0.0000
-1.8129,   0.0000,  -0.0000, -789.9262,  -0.0000
-1.8179,   0.0000,  -0.0000, -801.6253,  -0.0000
-1.8229,   0.0000,  -0.0000, -813.3560,  -0.0000
-1.8279,   0.0000,  -0.0000, -825.1178,  -0.0000
-1.8329,   0.0000,  -0.0000, -836.9105,  -0.0000
-1.8379,   0.0000,  -0.0000, -848.7337,  -0.0000
-1.8429,   0.0000,  -0.0000, -860.5871,  -0.0000
-1.8479,   0.0000,  -0.0000, -872.4703,  -0.0000
-1.8529,   0.0000,  -0.0000, -884.3829,  -0.0000
-1.8579,   0.0000,  -0.0000, -896.3247,  -0.0000
-1.8629,   0.0000,  -0.0000, -908.2952,  -0.0000
-1.8679,   0.0000,  -0.0000, -920.2943,  -0.0000
-1.8729,   0.0000,  -0.0000, -932.3214,  -0.0000
-1.8779,   0.0000,  -0.0000, -944.3765,  -0.0000
-1.8829,   0.0000,  -0.0000, -956.4590,  -0.0000
-1.8879,   0.0000,  -0.0000, -968.5687,  -0.0000
-1.8929,   0.0000,  -0.0000, -980.7054,  -0.0000
-1.8979,   0.0000,  -0.0000, -992.8686,  -0.0000
-1.9029,   0.0000,  -0.0000, -1005.0582,  -0.0000
-1.9079,   0.0000,  -0.0000, -1017.2737,  -0.0000
-1.9129,   0.0000,  -0.0000, -1029.5149,  -0.0000
-1.9179,   0.0000,  -0.0000, -1041.7816,  -0.0000
-1.9229,   0.0000,  -0.0000, -1054.0734,  -0.0000
-1.9279,   0.0000,  -0.0000, -1066.3900,  -0.0000
-1.9329,   0.0000,  -0.0000, -1078.7313,  -0.0000
-1.9379,   0.0000,  -0.0000, -1091.0968,  -0.0000
-1.9429,   0.0000,  -0.0000, -1103.4863,  -0.0000
-1.9479,   0.0000,  -0.0000, -1115.8996,  -0.0000
-1.9529,   0.0000,  -0.0000, -1128.3365,  -0.0000
-1.9579,   0.0000,  -0.0000, -1140.7965,  -0.0000
-1.9629,   0.0000,  -0.0000, -1153.2795,  -0.0000
-1.9679,   0.0000,  -0.0000, -1165.7853,  -0.0000
-1.9729,   0.0000,  -0.0000, -1178.3135,  -0.0000
-1.9779,   0.0000,  -0.0000, -1190.8639,  -0.0000
-1.9829,   0.0000,  -0.0000, -1203.4364,  -0.0000
-1.9879,   0.0000,  -0.0000, -1216.0305,  -0.0000
-1.9929,   0.0000,  -0.0000, -1228.6462,  -0.0000
-1.9979,   0.0000,  -0.0000, -1241.2831,  -0.0000
-2.0029,   0.0000,  -0.0000, -1253.9411,  -0.0000
-2.0079,   0.0000,  -0.0000, -1266.6198,  -0.0000
-2.0129,   0.0000,  -0.0000, -1279.3191,  -0.0000
-2.0179,   0.0000,  -0.0000, -1292.0388,  -0.0000
-2.0229,   0.0000,  -0.0000, -1304.7786,  -0.0000
-2.0279,   0.0000,  -0.0000, -1317.5383,  -0.0000
-2.0329,   0.0000,  -0.0000, -1330.3176,  -0.0000
-2.0379,   0.0000,  -0.0000, -1343.1165,  -0.0000
-2.0429,   0.0000,  -0.0000, -1355.9346,  -0.0000
-2.0479,   0.0000,  -0.0000, -1368.7718,  -0.0000
-2.0529,   0.0000,  -0.0000, -1381.6278,  -0.0000
-2.0579,   0.0000,  -0.0000, -1394.5025,  -0.0000
-2.0629,   0.0000,  -0.0000, -1407.3956,  -0.0000
-2.0679,   0.0000,  -0.0000, -1420.3069,  -0.0000
-2.0729,   0.0000,  -0.0000, -1433.2363,  -0.0000
-2.0779,   0.0000,  -0.0000, -1446.1836,  -0.0000
-2.0829,   0.0000,  -0.0000, -1459.1485,  -0.0000
-2.0879,   0.0000,  -0.0000, -1472.1309,  -0.0000
-2.0929,   0.0000,  -0.0000, -1485.1306,  -0.0000
-2.0979,   0.0000,  -0.0000, -1498.1474,  -0.0000
-2.1029,   0.0000,  -0.0000, -1511.1811,  -0.0000
-2.1079,   0.0000,  -0.0000, -1524.2316,  -0.0000
-2.1129,   0.0000,  -0.0000, -1537.2986,  -0.0000
-2.1179,   0.0000,  -0.0000, -1550.3820,  -0.0000
