VerticalDisplacement, HorizontalForceInternal, HorizontalForceExternal, VerticalForceInternal, VerticalForceExternal
-1.5129,   0.0000,  -0.0000, -162.4657,   9.8000
-1.5179,   0.0000,  -0.0000, -171.4104,   9.8000
-1.5229,   0.0000,  -0.0000, -180.4184,   9.8000
-1.5279,   0.0000,  -0.0000, -189.4890,   9.8000
-1.5329,   0.0000,  -0.0000, -198.6215,   9.8000
-1.5379,   0.0000,  -0.0000, -207.8151,   9.8000
-1.5429,   0.0000,  -0.0000, -217.0692,   9.8000
-1.5479,   0.0000,  -0.0000, -226.3831,   9.8000
-1.5529,   0.0000,  -0.0000, -235.7561,   9.8000
-1.5579,   0.0000,  -0.0000, -245.1876,   9.8000
-1.5629,   0.0000,  -0.0000, -254.6768,   9.8000
-1.5679,   0.0000,  -0.0000, -264.2231,   9.8000
-1.5729,   0.0000,  -0.0000, -273.8259,   9.8000
-1.5779,   0.0000,  -0.0000, -283.4844,   9.8000
-1.5829,   0.0000,  -0.0000, -293.1981,   9.8000
-1.5879,   0.0000,  -0.0000, -302.9664,   9.8000
-1.5929,   0.0000,  -0.0000, -312.7885,   9.8000
-1.5979,   0.0000,  -0.0000, -322.6640,   9.8000
-1.6029,   0.0000,  -0.0000, -332.5921,   9.8000
-1.6079,   0.0000,  -0.0000, -342.5722,   9.8000
-1.6129,   0.0000,  -0.0000, -352.6038,   9.8000
-1.6179,   0.0000,  -0.0000, -362.6863,   9.8000
-1.6229,   0.0000,  -0.0000, -372.8190,   9.8000
-1.6279,   0.0000,  -0.0000, -383.0015,   9.8000
-1.6329,   0.0000,  -0.0000, -393.2330,   9.8000
-1.6379,   0.0000,  -0.0000, -403.5131,   9.8000
-1.6429,   0.0000,  -0.0000, -413.8412,   9.8000
-1.6479,   0.0000,  -0.0000, -424.2167,   9.8000
-1.6529,   0.0000,  -0.0000, -434.6390,   9.8000
-1.6579,   0.0000,  -0.0000, -445.1078,   9.8000
-1.6629,   0.0000,  -0.0000, -455.6223,   9.8000
-1.6679,   0.0000,  -0.0000, -466.1820,   9.8000
-1.6729,   0.0000,  -0.0000, -476.7865,   9.8000
-1.6779,   0.0000,  -0.0000, -487.4353,   9.8000
-1.6829,   0.0000,  -0.0000, -498.1277,   9.8000
-1.6879,   0.0000,  -0.0000, -508.8634,   9.8000
-1.6929,   0.0000,  -0.0000, -519.6417,   9.8000
-1.6979,   0.0000,  -0.0000, -530.4622,   9.8000
-1.7029,   0.0000,  -0.0000, -541.3245,   9.8000
-1.7079,   0.0000,  -0.0000, -552.2280,   9.8000
-1.7129,   0.0000,  -0.0000, -563.1722,   9.8000
-1.7179,   0.0000,  -0.0000, -574.1567,   9.8000
-1.7229,   0.0000,  -0.0000, -585.1810,   9.8000
-1.7279,   0.0000,  -0.0000, -596.2447,   9.8000
-1.7329,   0.0000,  -0.0000, -607.3472,   9.8000
-1.7379,   0.0000,  -0.0000, -618.4882,   9.8000
-1.7429,   0.0000,  -0.0000, -629.6672,   9.8000
-1.7479,   0.0000,  -0.0000, -640.8838,   9.8000
-1.7529,   0.0000,  -0.0000, -652.1375,   9.8000
-1.7579,   0.0000,  -0.0000, -663.4279,   9.8000
-1.7629,   0.0000,  -0.0000, -674.7545,   9.8000
-1.7679,   0.0000,  -0.0000, -686.1170,   9.8000
-1.7729,   0.0000,  -0.0000, -697.5149,   9.8000
-1.7779,   0.0000,  -0.0000, -708.9479,   9.8000
-1.7829,   0.0000,  -0.0000, -720.4155,   9.8000
-1.7879,   0.0000,  -0.0000, -731.9173,   9.8000
-1.7929,   0.0000,  -0.0000, -743.4530,   9.8000
-1.7979,   0.0000,  -0.0000, -755.0221,   9.8000
-1.8029,   0.0000,  -0.0000, -766.6243,   9.8000
-1.8079,   0.0000,  -0.0000, -778.2591,   9.8000
-1.8129,   0.0000,  -0.0000, -789.9262,   9.8000
-1.8179,   0.0000,  -0.0000, -801.6253,   9.8000
-1.8229,   0.0000,  -0.0000, -813.3560,   9.8000
-1.8279,   0.0000,  -0.0000, -825.1178,   9.8000
-1.8329,   0.0000,  -0.0000, -836.9105,   9.8000
-1.8379,   0.0000,  -0.0000, -848.7337,   9.8000
-1.8429,   0.0000,  -0.0000, -860.5871,   9.8000
-1.8479,   0.0000,  -0.0000, -872.4703,   9.8000
-1.8529,   0.0000,  -0.0000, -884.3829,   9.8000
-1.8579,   0.0000,  -0.0000, -896.3247,   9.8000
-1.8629,   0.0000,  -0.0000, -908.2952,   9.8000
-1.8679,   0.0000,  -0.0000, -920.2943,   9.8000
-1.8729,   0.0000,  -0.0000, -932.3214,   9.8000
-1.8779,   0.0000,  -0.0000, -944.3765,   9.8000
-1.8829,   0.0000,  -0.0000, -956.4590,   9.8000
-1.8879,   0.0000,  -0.0000, -968.5687,   9.8000
-1.8929,   0.0000,  -0.0000, -980.7054,   9.8000
-1.8979,   0.0000,  -0.0000, -992.8686,   9.8000
-1.9029,   0.0000,  -0.0000, -1005.0582,   9.8000
-1.9079,   0.0000,  -0.0000, -1017.2737,   9.8000
-1.9129,   0.0000,  -0.0000, -1029.5149,   9.8000
-1.9179,   0.0000,  -0.0000, -1041.7816,   9.8000
-1.9229,   0.0000,  -0.0000, -1054.0734,   9.8000
-1.9279,   0.0000,  -0.0000, -1066.3900,   9.8000
-1.9329,   0.0000,  -0.0000, -1078.7313,   9.8000
-1.9379,   0.0000,  -0.0000, -1091.0968,   9.8000
-1.9429,   0.0000,  -0.0000, -1103.4863,   9.8000
-1.9479,   0.0000,  -0.0000, -1115.8996,   9.8000
-1.9529,   0.0000,  -0.0000, -1128.3365,   9.8000
-1.9579,   0.0000,  -0.0000, -1140.7965,   9.8000
-1.9629,   0.0000,  -0.0000, -1153.2795,   9.8000
-1.9679,   0.0000,  -0.0000, -1165.7853,   9.8000
-1.9729,   0.0000,  -0.0000, -1178.3135,   9.8000
-1.9779,   0.0000,  -0.0000, -1190.8639,   9.8000
-1.9829,   0.0000,  -0.0000, -1203.4364,   9.8000
-1.9879,   0.0000,  -0.0000, -1216.0305,   9.8000
-1.9929,   0.0000,  -0.0000, -1228.6462,   9.8000
-1.9979,   0.0000,  -0.0000, -1241.2831,   9.8000
-2.0029,   0.0000,  -0.0000, -1253.9411,   9.8000
-2.0079,   0.0000,  -0.0000, -1266.6198,   9.8000
-2.0129,   0.0000,  -0.0000, -1279.3191,   9.8000
-2.0179,   0.0000,  -0.0000, -1292.0388,   9.8000
-2.0229,   0.0000,  -0.0000, -1304.7786,   9.8000
-2.0279,   0.0000,  -0.0000, -1317.5383,   9.8000
-2.0329,   0.0000,  -0.0000, -1330.3176,   9.8000
-2.0379,   0.0000,  -0.0000, -1343.1165,   9.8000
-2.0429,   0.0000,  -0.0000, -1355.9346,   9.8000
-2.0479,   0.0000,  -0.0000, -1368.7718,   9.8000
-2.0529,   0.0000,  -0.0000, -1381.6278,   9.8000
-2.0579,   0.0000,  -0.0000, -1394.5025,   9.8000
-2.0629,   0.0000,  -0.0000, -1407.3956,   9.8000
-2.0679,   0.0000,  -0.0000, -1420.3069,   9.8000
-2.0729,   0.0000,  -0.0000, -1433.2363,   9.8000
-2.0779,   0.0000,  -0.0000, -1446.1836,   9.8000
-2.0829,   0.0000,  -0.0000, -1459.1485,   9.8000
-2.0879,   0.0000,  -0.0000, -1472.1309,   9.8000
-2.0929,   0.0000,  -0.0000, -1485.1306,   9.8000
-2.0979,   0.0000,  -0.0000, -1498.1474,   9.8000
-2.1029,   0.0000,  -0.0000, -1511.1811,   9.8000
-2.1079,   0.0000,  -0.0000, -1524.2316,   9.8000
-2.1129,   0.0000,  -0.0000, -1537.2986,   9.8000
-2.1179,   0.0000,  -0.0000, -1550.3820,   9.8000
